round,fed_val_accuracy,fed_val_loss,test_accuracy,test_f1_macro,test_f1_weighted,test_precision_macro,test_recall_macro,test_auc_macro_ovr
1,0.9217002237136466,0.31227441404238965,0.9422222222222222,0.9417084174664911,0.9417084174664911,0.9423939677048931,0.9422222222222223,0.9930246913580246
